antecedent,consequent,support,confidence,lift
"['48', '42', '40']",['38'],0.06,0.81,1.06
"['40', '42', '36']",['38'],0.06,0.8,1.06
"['42', '40']",['38'],0.1,0.8,1.05
"['8', '3', '42']",['38'],0.05,0.8,1.05
"['8', '42', '11']",['38'],0.06,0.84,1.11
"['8', '48', '42']",['38'],0.06,0.83,1.09
"['8', '42', '36']",['38'],0.07,0.83,1.1
"['8', '42']",['38'],0.1,0.81,1.07
"['3', '42', '11']",['38'],0.05,0.82,1.08
"['3', '42', '48']",['38'],0.06,0.79,1.05
"['3', '42', '36']",['38'],0.07,0.81,1.07
"['3', '42']",['38'],0.1,0.78,1.04
"['48', '42', '11']",['38'],0.06,0.81,1.07
"['11', '42', '36']",['38'],0.07,0.81,1.08
"['42', '11']",['38'],0.11,0.81,1.08
"['48', '42', '36']",['38'],0.07,0.82,1.09
"['48', '42']",['38'],0.11,0.81,1.07
"['42', '36']",['38'],0.13,0.81,1.07
['42'],['38'],0.2,0.79,1.05
"['49', '7']",['38'],0.05,0.81,1.07
"['5', '7']",['36'],0.05,0.71,1.12
"['5', '7']",['38'],0.06,0.82,1.08
"['21', '7']",['36'],0.05,0.71,1.14
"['21', '7']",['38'],0.06,0.8,1.06
"['23', '7']",['36'],0.06,0.71,1.13
"['23', '7']",['38'],0.07,0.84,1.11
"['7', '33']",['38'],0.07,0.81,1.07
"['35', '7']",['36'],0.07,0.74,1.17
"['35', '38', '7']",['36'],0.06,0.73,1.17
"['35', '7', '36']",['38'],0.06,0.8,1.06
"['35', '7']",['38'],0.08,0.81,1.07
"['28', '7', '43']",['38'],0.05,0.88,1.16
"['48', '7', '43']",['38'],0.05,0.86,1.14
"['7', '43']",['36'],0.07,0.7,1.12
"['43', '7', '36']",['38'],0.06,0.85,1.13
"['38', '7', '43']",['36'],0.06,0.71,1.13
"['7', '43']",['38'],0.08,0.85,1.12
"['48', '29', '7']",['38'],0.05,0.84,1.11
"['29', '7']",['36'],0.07,0.71,1.12
"['29', '7', '36']",['38'],0.06,0.8,1.05
"['29', '7']",['38'],0.08,0.81,1.07
"['14', '28', '7']",['38'],0.05,0.87,1.15
"['14', '48', '7']",['38'],0.05,0.83,1.1
"['14', '7', '11']",['38'],0.05,0.85,1.13
"['14', '7', '36']",['38'],0.06,0.82,1.09
"['14', '7']",['38'],0.09,0.82,1.09
"['28', '9', '7']",['38'],0.05,0.85,1.13
"['8', '9', '7']",['38'],0.05,0.82,1.08
"['11', '9', '7']",['38'],0.05,0.82,1.08
"['48', '9', '7']",['38'],0.05,0.83,1.1
"['36', '9', '7']",['38'],0.06,0.81,1.07
"['9', '7']",['38'],0.09,0.8,1.06
"['28', '47', '7']",['38'],0.05,0.85,1.12
"['47', '7', '11']",['38'],0.05,0.84,1.11
"['48', '47', '7']",['38'],0.05,0.85,1.13
"['47', '7']",['36'],0.08,0.71,1.13
"['38', '47', '7']",['36'],0.07,0.73,1.16
"['47', '7', '36']",['38'],0.07,0.84,1.11
"['47', '7']",['38'],0.09,0.82,1.08
"['3', '7', '17']",['38'],0.05,0.86,1.14
"['8', '7', '17']",['38'],0.05,0.83,1.1
"['39', '7', '17']",['38'],0.05,0.87,1.15
"['48', '7', '17']",['38'],0.05,0.86,1.13
"['7', '11', '17']",['38'],0.06,0.85,1.12
"['28', '7', '17']",['38'],0.06,0.87,1.14
"['7', '36', '17']",['38'],0.07,0.83,1.1
"['7', '17']",['38'],0.1,0.82,1.09
"['39', '7', '40']",['38'],0.05,0.82,1.09
"['28', '7', '40']",['38'],0.05,0.82,1.09
"['8', '7', '40']",['38'],0.05,0.77,1.02
"['48', '7', '40']",['38'],0.06,0.82,1.09
"['40', '7', '11']",['36'],0.05,0.74,1.19
"['40', '7', '11']",['38'],0.06,0.83,1.1
"['40', '7', '36']",['38'],0.07,0.8,1.05
"['7', '40']",['38'],0.09,0.79,1.05
"['3', '39', '7']",['38'],0.06,0.86,1.14
"['8', '3', '7']",['38'],0.06,0.81,1.07
"['3', '48', '7']",['38'],0.06,0.82,1.09
"['3', '28', '7']",['38'],0.06,0.86,1.13
"['3', '7', '11']",['36'],0.05,0.71,1.13
"['3', '7', '11']",['38'],0.06,0.84,1.11
"['3', '7', '36']",['38'],0.07,0.83,1.1
"['3', '7']",['38'],0.1,0.81,1.08
"['39', '28', '7']",['38'],0.06,0.85,1.13
"['8', '39', '7']",['36'],0.05,0.74,1.18
"['8', '39', '7']",['38'],0.06,0.84,1.11
"['39', '7', '11']",['38'],0.06,0.83,1.1
"['48', '39', '7']",['38'],0.06,0.85,1.12
"['39', '7', '36']",['38'],0.07,0.83,1.1
"['39', '7']",['38'],0.1,0.82,1.08
"['8', '28', '7']",['36'],0.05,0.72,1.15
"['8', '28', '7']",['38'],0.06,0.79,1.04
"['8', '48', '7']",['36'],0.05,0.71,1.13
"['8', '48', '7']",['38'],0.06,0.81,1.08
"['8', '7', '11']",['36'],0.05,0.72,1.15
"['8', '7', '11']",['38'],0.06,0.8,1.05
"['8', '7']",['36'],0.09,0.7,1.12
"['8', '38', '7']",['36'],0.07,0.71,1.12
"['8', '7', '36']",['38'],0.07,0.79,1.05
"['8', '7']",['38'],0.1,0.79,1.04
"['48', '28', '7']",['38'],0.06,0.86,1.14
"['28', '7', '11']",['38'],0.06,0.83,1.09
"['28', '7', '36']",['38'],0.07,0.81,1.07
"['28', '7']",['38'],0.11,0.82,1.08
"['48', '7', '11']",['36'],0.06,0.75,1.19
"['48', '7', '11']",['38'],0.07,0.85,1.12
"['7', '11']",['36'],0.1,0.71,1.13
"['11', '7', '36']",['38'],0.08,0.82,1.08
"['38', '7', '11']",['36'],0.08,0.71,1.13
"['7', '11']",['38'],0.11,0.82,1.08
"['48', '7', '36']",['38'],0.08,0.83,1.1
"['48', '7']",['38'],0.11,0.83,1.09
"['7', '36']",['38'],0.14,0.8,1.06
['7'],['38'],0.2,0.79,1.05
"['49', '5']",['38'],0.05,0.78,1.03
"['49', '23']",['38'],0.06,0.84,1.11
"['49', '33']",['38'],0.06,0.78,1.03
"['49', '21']",['38'],0.07,0.82,1.08
"['49', '35', '36']",['38'],0.05,0.81,1.08
"['49', '35']",['38'],0.07,0.8,1.06
"['49', '29', '36']",['38'],0.06,0.79,1.04
"['49', '29']",['38'],0.08,0.78,1.03
"['14', '49', '36']",['38'],0.05,0.78,1.03
"['14', '49']",['38'],0.08,0.77,1.01
"['49', '28', '43']",['38'],0.05,0.8,1.06
"['49', '48', '43']",['38'],0.05,0.84,1.1
"['49', '43', '36']",['38'],0.06,0.8,1.06
"['49', '43']",['38'],0.09,0.79,1.04
"['49', '47', '48']",['38'],0.05,0.82,1.08
"['49', '47', '36']",['38'],0.06,0.8,1.06
"['49', '47']",['38'],0.09,0.79,1.05
"['49', '9', '11']",['38'],0.05,0.8,1.06
"['49', '9', '36']",['38'],0.06,0.78,1.04
"['49', '9']",['38'],0.09,0.78,1.03
"['49', '28', '17']",['38'],0.05,0.85,1.13
"['8', '49', '17']",['38'],0.05,0.83,1.09
"['49', '40', '17']",['38'],0.05,0.81,1.07
"['49', '11', '17']",['38'],0.06,0.82,1.08
"['49', '36', '17']",['38'],0.06,0.82,1.09
"['49', '17']",['38'],0.1,0.81,1.07
"['49', '3', '8']",['38'],0.05,0.77,1.02
"['49', '3', '48']",['38'],0.05,0.81,1.07
"['49', '3', '11']",['38'],0.06,0.76,1.0
"['49', '3', '36']",['38'],0.06,0.8,1.06
"['49', '3']",['38'],0.1,0.78,1.03
"['49', '39', '40']",['38'],0.05,0.78,1.04
"['49', '28', '40']",['38'],0.06,0.84,1.11
"['8', '49', '40']",['38'],0.05,0.79,1.04
"['49', '48', '40']",['38'],0.05,0.82,1.08
"['49', '40', '11']",['38'],0.05,0.77,1.02
"['49', '40', '36']",['38'],0.06,0.79,1.04
"['49', '40']",['38'],0.1,0.79,1.05
"['8', '49', '39']",['38'],0.05,0.79,1.05
"['49', '39', '48']",['38'],0.06,0.82,1.08
"['49', '39', '28']",['38'],0.06,0.8,1.06
"['49', '39', '11']",['38'],0.06,0.77,1.02
"['49', '39', '36']",['38'],0.07,0.79,1.05
"['49', '39']",['38'],0.1,0.78,1.03
"['8', '49', '28']",['38'],0.05,0.8,1.05
"['49', '28', '48']",['38'],0.06,0.83,1.1
"['49', '28', '11']",['38'],0.06,0.78,1.03
"['49', '28', '36']",['38'],0.07,0.8,1.05
"['49', '28']",['38'],0.1,0.8,1.06
"['8', '49', '48']",['38'],0.06,0.83,1.1
"['8', '49', '11']",['38'],0.06,0.78,1.04
"['8', '49', '36']",['38'],0.07,0.8,1.06
"['8', '49']",['38'],0.1,0.79,1.05
"['49', '48', '11']",['38'],0.06,0.82,1.09
"['49', '48', '36']",['38'],0.07,0.82,1.09
"['49', '48']",['38'],0.11,0.82,1.08
"['49', '11', '36']",['38'],0.07,0.78,1.03
"['49', '11']",['38'],0.11,0.78,1.03
"['49', '36']",['38'],0.13,0.79,1.04
['49'],['38'],0.2,0.78,1.03
"['5', '23']",['38'],0.06,0.87,1.14
"['5', '33']",['38'],0.06,0.76,1.01
"['5', '21']",['36'],0.06,0.71,1.13
"['5', '21']",['38'],0.07,0.82,1.08
"['35', '5']",['36'],0.08,0.72,1.15
"['35', '38', '5']",['36'],0.06,0.73,1.16
"['35', '5', '36']",['38'],0.06,0.84,1.11
"['35', '5']",['38'],0.09,0.83,1.1
"['29', '5']",['36'],0.08,0.72,1.14
"['29', '5', '36']",['38'],0.06,0.82,1.08
"['29', '5', '38']",['36'],0.06,0.74,1.18
"['29', '5']",['38'],0.09,0.79,1.05
"['43', '5', '11']",['38'],0.05,0.83,1.09
"['48', '5', '43']",['38'],0.05,0.8,1.06
"['43', '5', '36']",['38'],0.06,0.81,1.07
"['38', '5', '43']",['36'],0.06,0.71,1.13
"['5', '43']",['38'],0.09,0.79,1.05
"['14', '39', '5']",['38'],0.05,0.84,1.11
"['14', '28', '5']",['38'],0.05,0.82,1.09
"['14', '5', '11']",['38'],0.05,0.84,1.11
"['14', '38', '5']",['36'],0.07,0.71,1.13
"['14', '5', '36']",['38'],0.07,0.84,1.11
"['14', '5']",['38'],0.09,0.82,1.09
"['5', '9', '17']",['38'],0.05,0.85,1.12
"['48', '5', '9']",['38'],0.05,0.8,1.06
"['5', '9', '11']",['38'],0.06,0.81,1.06
"['5', '9', '36']",['38'],0.07,0.82,1.09
"['5', '9']",['38'],0.1,0.79,1.05
"['5', '40', '17']",['38'],0.05,0.84,1.11
"['28', '5', '40']",['38'],0.05,0.82,1.08
"['39', '5', '40']",['38'],0.05,0.81,1.07
"['3', '5', '40']",['38'],0.05,0.82,1.09
"['8', '5', '40']",['38'],0.05,0.79,1.04
"['48', '5', '40']",['38'],0.05,0.82,1.08
"['40', '5', '11']",['38'],0.06,0.84,1.1
"['40', '5', '36']",['38'],0.07,0.81,1.08
"['5', '40']",['38'],0.1,0.79,1.04
"['5', '28', '47']",['38'],0.05,0.79,1.05
"['5', '48', '47']",['38'],0.05,0.79,1.04
"['5', '47', '17']",['38'],0.05,0.84,1.11
"['5', '47', '11']",['38'],0.05,0.75,0.99
"['5', '38', '47']",['36'],0.07,0.71,1.13
"['5', '47', '36']",['38'],0.07,0.79,1.05
"['5', '47']",['38'],0.1,0.77,1.01
"['39', '5', '17']",['38'],0.05,0.83,1.1
"['48', '5', '17']",['38'],0.05,0.84,1.12
"['8', '5', '17']",['38'],0.05,0.83,1.1
"['28', '5', '17']",['38'],0.05,0.84,1.12
"['3', '5', '17']",['38'],0.06,0.86,1.14
"['5', '11', '17']",['38'],0.06,0.85,1.12
"['5', '36', '17']",['38'],0.07,0.85,1.12
"['5', '17']",['38'],0.11,0.83,1.1
"['8', '28', '5']",['38'],0.05,0.78,1.03
"['8', '48', '5']",['38'],0.05,0.79,1.04
"['8', '3', '5']",['38'],0.06,0.81,1.07
"['8', '39', '5']",['38'],0.06,0.82,1.09
"['8', '5', '11']",['38'],0.06,0.82,1.08
"['8', '5', '36']",['38'],0.07,0.81,1.06
"['8', '5']",['38'],0.1,0.78,1.03
"['48', '39', '5']",['38'],0.05,0.81,1.07
"['3', '39', '5']",['38'],0.05,0.82,1.08
"['39', '28', '5']",['38'],0.06,0.81,1.07
"['39', '5', '11']",['38'],0.06,0.82,1.08
"['39', '5', '36']",['38'],0.07,0.81,1.08
"['39', '5']",['38'],0.1,0.8,1.06
"['3', '5', '48']",['38'],0.05,0.8,1.06
"['3', '28', '5']",['38'],0.06,0.83,1.1
"['3', '5', '11']",['36'],0.05,0.7,1.12
"['3', '5', '11']",['38'],0.06,0.81,1.08
"['3', '5', '36']",['38'],0.07,0.83,1.1
"['3', '5']",['38'],0.1,0.8,1.06
"['48', '28', '5']",['38'],0.06,0.81,1.07
"['28', '5', '11']",['38'],0.06,0.77,1.02
"['28', '5', '36']",['38'],0.07,0.8,1.06
"['28', '5']",['38'],0.11,0.8,1.06
"['48', '5', '11']",['38'],0.06,0.79,1.05
"['48', '5', '36']",['38'],0.07,0.79,1.04
"['48', '5']",['38'],0.11,0.79,1.04
"['11', '5', '36']",['38'],0.08,0.81,1.07
"['5', '11']",['38'],0.11,0.8,1.05
"['5', '36']",['38'],0.14,0.8,1.06
['5'],['38'],0.21,0.78,1.03
"['23', '33']",['36'],0.06,0.7,1.12
"['23', '33']",['38'],0.07,0.81,1.06
"['36', '21', '23']",['38'],0.05,0.84,1.11
"['21', '23']",['38'],0.08,0.82,1.09
"['8', '35', '23']",['38'],0.05,0.86,1.14
"['35', '28', '23']",['38'],0.05,0.89,1.18
"['35', '23', '40']",['38'],0.05,0.85,1.13
"['3', '35', '23']",['38'],0.05,0.81,1.08
"['35', '23', '11']",['38'],0.05,0.85,1.12
"['35', '23', '48']",['36'],0.05,0.74,1.17
"['35', '23', '48']",['38'],0.06,0.86,1.13
"['35', '23']",['36'],0.08,0.71,1.13
"['35', '38', '23']",['36'],0.07,0.73,1.16
"['35', '23', '36']",['38'],0.07,0.85,1.12
"['35', '23']",['38'],0.09,0.83,1.1
"['29', '23', '11']",['38'],0.05,0.82,1.09
"['8', '29', '23']",['38'],0.05,0.85,1.12
"['48', '29', '23']",['36'],0.05,0.74,1.18
"['48', '29', '23']",['38'],0.06,0.85,1.13
"['29', '23', '36']",['38'],0.07,0.84,1.11
"['29', '23', '38']",['36'],0.07,0.72,1.14
"['29', '23']",['38'],0.09,0.81,1.07
"['28', '23', '43']",['38'],0.05,0.86,1.13
"['8', '23', '43']",['38'],0.06,0.88,1.16
"['43', '23', '40']",['38'],0.05,0.83,1.09
"['3', '23', '43']",['38'],0.05,0.8,1.06
"['43', '23', '11']",['38'],0.06,0.86,1.14
"['48', '23', '43']",['36'],0.05,0.72,1.14
"['48', '23', '43']",['38'],0.06,0.87,1.15
"['23', '43']",['36'],0.09,0.72,1.14
"['43', '23', '36']",['38'],0.07,0.84,1.11
"['38', '23', '43']",['36'],0.07,0.73,1.16
"['23', '43']",['38'],0.1,0.83,1.1
"['14', '23', '17']",['38'],0.05,0.86,1.13
"['14', '47', '23']",['38'],0.05,0.86,1.14
"['14', '23', '9']",['38'],0.05,0.86,1.14
"['14', '3', '23']",['38'],0.05,0.84,1.11
"['14', '23', '40']",['38'],0.05,0.83,1.1
"['14', '28', '23']",['38'],0.06,0.86,1.13
"['14', '23', '11']",['38'],0.06,0.89,1.17
"['14', '8', '23']",['38'],0.06,0.88,1.16
"['14', '48', '23']",['36'],0.05,0.73,1.16
"['14', '48', '23']",['38'],0.06,0.86,1.14
"['14', '38', '23']",['36'],0.07,0.72,1.15
"['14', '23', '36']",['38'],0.07,0.88,1.16
"['14', '23']",['38'],0.1,0.85,1.12
"['23', '9', '17']",['38'],0.05,0.83,1.09
"['23', '9', '40']",['38'],0.05,0.81,1.07
"['47', '9', '23']",['38'],0.05,0.84,1.11
"['28', '23', '9']",['36'],0.05,0.75,1.19
"['28', '23', '9']",['38'],0.06,0.84,1.11
"['8', '23', '9']",['38'],0.06,0.86,1.14
"['3', '23', '9']",['36'],0.05,0.71,1.14
"['3', '23', '9']",['38'],0.06,0.82,1.08
"['23', '9', '11']",['38'],0.06,0.84,1.11
"['48', '23', '9']",['36'],0.05,0.7,1.12
"['48', '23', '9']",['38'],0.07,0.86,1.13
"['23', '9', '36']",['38'],0.07,0.81,1.08
"['23', '9']",['38'],0.1,0.81,1.08
"['39', '47', '23']",['38'],0.05,0.86,1.14
"['39', '23', '17']",['38'],0.05,0.81,1.06
"['39', '28', '23']",['38'],0.06,0.84,1.11
"['39', '23', '40']",['38'],0.06,0.79,1.04
"['3', '39', '23']",['38'],0.06,0.82,1.08
"['8', '39', '23']",['38'],0.06,0.85,1.12
"['48', '39', '23']",['38'],0.06,0.83,1.09
"['39', '23', '11']",['38'],0.06,0.84,1.1
"['39', '23', '36']",['38'],0.07,0.85,1.12
"['39', '23']",['38'],0.11,0.81,1.07
"['47', '23', '17']",['38'],0.06,0.85,1.12
"['40', '47', '23']",['38'],0.05,0.81,1.06
"['28', '47', '23']",['38'],0.06,0.87,1.15
"['3', '47', '23']",['38'],0.06,0.82,1.09
"['8', '47', '23']",['36'],0.05,0.72,1.15
"['8', '47', '23']",['38'],0.06,0.84,1.11
"['11', '47', '23']",['38'],0.06,0.85,1.12
"['48', '47', '23']",['38'],0.07,0.85,1.12
"['36', '47', '23']",['38'],0.08,0.84,1.12
"['47', '23']",['38'],0.11,0.82,1.09
"['23', '40', '17']",['38'],0.05,0.8,1.05
"['28', '23', '17']",['36'],0.05,0.79,1.26
"['28', '23', '17']",['38'],0.05,0.82,1.09
"['8', '23', '17']",['36'],0.06,0.77,1.23
"['8', '23', '17']",['38'],0.06,0.86,1.14
"['48', '23', '17']",['36'],0.06,0.78,1.24
"['48', '23', '17']",['38'],0.06,0.85,1.12
"['3', '23', '17']",['36'],0.05,0.72,1.15
"['3', '23', '17']",['38'],0.06,0.8,1.06
"['23', '11', '17']",['36'],0.06,0.72,1.15
"['23', '11', '17']",['38'],0.06,0.84,1.11
"['23', '17']",['36'],0.1,0.72,1.15
"['38', '23', '17']",['36'],0.08,0.74,1.19
"['23', '36', '17']",['38'],0.08,0.84,1.11
"['23', '17']",['38'],0.11,0.81,1.07
"['3', '23', '40']",['36'],0.05,0.71,1.13
"['3', '23', '40']",['38'],0.06,0.79,1.04
"['8', '23', '40']",['38'],0.07,0.83,1.1
"['48', '23', '40']",['38'],0.07,0.82,1.09
"['40', '23', '11']",['38'],0.07,0.83,1.1
"['40', '23', '36']",['38'],0.08,0.83,1.09
"['38', '23', '40']",['36'],0.08,0.7,1.12
"['23', '40']",['38'],0.11,0.8,1.06
"['28', '23', '40']",['36'],0.05,0.71,1.14
"['28', '23', '40']",['38'],0.06,0.83,1.1
"['8', '28', '23']",['36'],0.06,0.75,1.19
"['8', '28', '23']",['38'],0.06,0.86,1.14
"['3', '28', '23']",['36'],0.06,0.73,1.16
"['3', '28', '23']",['38'],0.06,0.84,1.11
"['28', '23', '11']",['38'],0.07,0.86,1.14
"['48', '28', '23', '36']",['38'],0.05,0.88,1.16
"['48', '28', '23', '38']",['36'],0.05,0.7,1.12
"['48', '28', '23']",['38'],0.07,0.86,1.14
"['28', '23']",['36'],0.1,0.7,1.12
"['28', '23', '36']",['38'],0.08,0.84,1.11
"['28', '23', '38']",['36'],0.08,0.71,1.13
"['28', '23']",['38'],0.12,0.83,1.1
"['8', '3', '23']",['36'],0.06,0.73,1.17
"['8', '3', '23', '36']",['38'],0.05,0.86,1.14
"['8', '3', '38', '23']",['36'],0.05,0.77,1.23
"['8', '3', '23']",['38'],0.07,0.82,1.08
"['8', '11', '23', '36']",['38'],0.05,0.88,1.16
"['8', '23', '11']",['38'],0.07,0.86,1.14
"['8', '48', '23', '36']",['38'],0.05,0.88,1.17
"['8', '48', '38', '23']",['36'],0.05,0.71,1.13
"['8', '48', '23']",['38'],0.08,0.86,1.14
"['8', '38', '23']",['36'],0.09,0.71,1.13
"['8', '23', '36']",['38'],0.09,0.86,1.13
"['8', '23']",['38'],0.12,0.84,1.11
"['3', '23', '11']",['38'],0.07,0.82,1.08
"['3', '23', '48']",['36'],0.06,0.72,1.15
"['3', '23', '48', '36']",['38'],0.05,0.81,1.07
"['3', '38', '48', '23']",['36'],0.05,0.73,1.16
"['3', '23', '48']",['38'],0.07,0.8,1.06
"['3', '38', '23']",['36'],0.09,0.71,1.13
"['3', '23', '36']",['38'],0.09,0.83,1.09
"['3', '23']",['38'],0.12,0.8,1.05
"['48', '23', '11', '36']",['38'],0.05,0.84,1.11
"['48', '23', '11']",['38'],0.08,0.84,1.11
"['11', '23', '36']",['38'],0.09,0.83,1.1
"['23', '11']",['38'],0.13,0.83,1.1
"['48', '23', '36']",['38'],0.09,0.84,1.11
"['48', '23']",['38'],0.13,0.82,1.09
"['23', '36']",['38'],0.15,0.82,1.09
['23'],['38'],0.23,0.8,1.06
"['21', '33', '36']",['38'],0.05,0.8,1.05
"['21', '33']",['38'],0.08,0.79,1.04
"['29', '33', '17']",['38'],0.05,0.87,1.15
"['29', '28', '33']",['38'],0.05,0.8,1.06
"['8', '29', '33']",['38'],0.05,0.8,1.06
"['48', '29', '33']",['38'],0.05,0.79,1.05
"['29', '33', '11']",['38'],0.05,0.77,1.01
"['29', '33', '36']",['38'],0.06,0.8,1.05
"['29', '33']",['38'],0.09,0.79,1.04
"['14', '35', '33']",['38'],0.05,0.84,1.11
"['35', '33', '17']",['38'],0.05,0.84,1.1
"['35', '39', '33']",['38'],0.05,0.82,1.08
"['8', '35', '33']",['38'],0.05,0.8,1.05
"['35', '28', '33']",['38'],0.06,0.85,1.12
"['35', '48', '33']",['38'],0.06,0.77,1.02
"['35', '33', '11']",['38'],0.06,0.78,1.03
"['35', '33', '36']",['38'],0.06,0.8,1.06
"['35', '33']",['38'],0.1,0.79,1.05
"['33', '43', '17']",['38'],0.05,0.84,1.11
"['3', '33', '43']",['38'],0.05,0.82,1.08
"['8', '33', '43']",['38'],0.05,0.83,1.1
"['47', '33', '43']",['38'],0.05,0.82,1.08
"['28', '33', '43']",['38'],0.05,0.82,1.08
"['43', '33', '40']",['38'],0.05,0.82,1.08
"['43', '33', '11']",['38'],0.05,0.81,1.07
"['43', '33', '36']",['38'],0.07,0.83,1.09
"['48', '33', '43']",['38'],0.06,0.81,1.06
"['33', '43']",['38'],0.1,0.8,1.05
"['14', '9', '33']",['38'],0.05,0.84,1.1
"['14', '33', '17']",['38'],0.06,0.87,1.15
"['14', '3', '33']",['38'],0.05,0.82,1.08
"['14', '39', '33']",['38'],0.05,0.82,1.08
"['14', '33', '40']",['38'],0.06,0.84,1.11
"['14', '47', '33']",['38'],0.06,0.82,1.08
"['14', '28', '33']",['38'],0.06,0.84,1.11
"['14', '33', '11']",['38'],0.06,0.83,1.1
"['14', '48', '33']",['38'],0.06,0.81,1.07
"['14', '8', '33']",['38'],0.06,0.83,1.1
"['14', '33', '36']",['38'],0.07,0.84,1.11
"['14', '33']",['38'],0.11,0.81,1.07
"['39', '9', '33']",['38'],0.06,0.84,1.11
"['9', '40', '33']",['38'],0.06,0.83,1.09
"['47', '9', '33']",['38'],0.06,0.82,1.08
"['3', '9', '33']",['38'],0.06,0.83,1.1
"['17', '9', '33']",['38'],0.06,0.84,1.11
"['28', '9', '33']",['38'],0.06,0.81,1.06
"['48', '9', '33']",['38'],0.07,0.81,1.07
"['8', '9', '33']",['38'],0.07,0.82,1.08
"['9', '11', '33']",['38'],0.07,0.82,1.08
"['9', '36', '33']",['38'],0.07,0.8,1.06
"['9', '33']",['38'],0.11,0.8,1.06
"['33', '40', '17']",['38'],0.06,0.83,1.1
"['47', '33', '40']",['38'],0.06,0.81,1.07
"['3', '33', '40']",['36'],0.05,0.71,1.12
"['3', '33', '40']",['38'],0.06,0.79,1.04
"['39', '33', '40']",['38'],0.06,0.79,1.05
"['28', '33', '40']",['38'],0.06,0.82,1.09
"['48', '33', '40']",['38'],0.07,0.81,1.07
"['8', '33', '40']",['38'],0.07,0.81,1.07
"['40', '33', '11']",['38'],0.07,0.82,1.08
"['40', '33', '36']",['38'],0.07,0.8,1.05
"['33', '40']",['38'],0.11,0.79,1.05
"['39', '47', '33']",['38'],0.06,0.83,1.1
"['47', '33', '17']",['38'],0.06,0.84,1.12
"['3', '47', '33']",['38'],0.06,0.8,1.05
"['28', '47', '33']",['38'],0.06,0.83,1.09
"['8', '47', '33']",['38'],0.06,0.79,1.05
"['48', '47', '33']",['38'],0.07,0.82,1.08
"['47', '33', '11']",['38'],0.07,0.8,1.05
"['47', '33', '36']",['38'],0.08,0.82,1.09
"['47', '33']",['38'],0.11,0.79,1.04
"['39', '33', '17']",['38'],0.06,0.84,1.11
"['28', '33', '17']",['38'],0.06,0.83,1.1
"['3', '33', '17']",['38'],0.06,0.83,1.1
"['48', '33', '17']",['38'],0.07,0.83,1.1
"['8', '33', '17']",['38'],0.07,0.84,1.11
"['33', '11', '17']",['38'],0.07,0.83,1.1
"['33', '36', '17']",['38'],0.08,0.84,1.11
"['33', '17']",['38'],0.12,0.82,1.08
"['3', '39', '33']",['38'],0.06,0.81,1.07
"['39', '28', '33']",['38'],0.06,0.8,1.06
"['48', '39', '33']",['38'],0.07,0.79,1.04
"['8', '39', '33']",['38'],0.07,0.8,1.05
"['39', '33', '11']",['38'],0.07,0.81,1.07
"['39', '33', '36']",['38'],0.08,0.82,1.09
"['39', '33']",['38'],0.12,0.8,1.05
"['3', '28', '33']",['38'],0.07,0.77,1.01
"['8', '3', '33']",['38'],0.07,0.75,1.0
"['3', '48', '33']",['38'],0.07,0.78,1.04
"['3', '11', '33', '36']",['38'],0.05,0.8,1.06
"['3', '33', '11']",['38'],0.07,0.79,1.04
"['3', '33', '36']",['38'],0.08,0.8,1.06
"['3', '33']",['38'],0.12,0.77,1.02
"['28', '33', '11']",['38'],0.07,0.79,1.04
"['8', '28', '33']",['38'],0.07,0.78,1.03
"['48', '28', '33', '36']",['38'],0.05,0.82,1.08
"['48', '28', '33']",['38'],0.08,0.8,1.06
"['28', '33', '36']",['38'],0.08,0.8,1.05
"['28', '33']",['38'],0.12,0.79,1.04
"['8', '48', '33', '36']",['38'],0.05,0.8,1.06
"['8', '48', '33']",['38'],0.07,0.77,1.01
"['8', '11', '33', '36']",['38'],0.05,0.82,1.08
"['8', '33', '11']",['38'],0.08,0.79,1.05
"['8', '33', '36']",['38'],0.08,0.81,1.06
"['8', '33']",['38'],0.13,0.77,1.02
"['48', '11', '33', '36']",['38'],0.05,0.78,1.03
"['48', '33', '11']",['38'],0.08,0.78,1.03
"['11', '33', '36']",['38'],0.08,0.78,1.04
"['33', '11']",['38'],0.13,0.77,1.02
"['48', '33', '36']",['38'],0.09,0.79,1.05
"['48', '33']",['38'],0.13,0.77,1.02
"['33', '36']",['38'],0.15,0.79,1.04
['33'],['38'],0.23,0.77,1.02
"['35', '21', '17']",['38'],0.05,0.9,1.18
"['3', '35', '21']",['38'],0.05,0.83,1.09
"['35', '21', '40']",['38'],0.05,0.82,1.08
"['8', '35', '21']",['38'],0.05,0.82,1.08
"['35', '28', '21']",['38'],0.05,0.84,1.1
"['35', '21', '48']",['38'],0.05,0.81,1.07
"['35', '21', '11']",['38'],0.05,0.82,1.09
"['35', '21']",['36'],0.09,0.73,1.16
"['35', '38', '21']",['36'],0.07,0.74,1.17
"['35', '21', '36']",['38'],0.07,0.82,1.09
"['35', '21']",['38'],0.1,0.82,1.08
"['14', '21', '40']",['38'],0.05,0.8,1.06
"['14', '21', '9']",['38'],0.05,0.8,1.05
"['14', '29', '21']",['38'],0.05,0.84,1.12
"['14', '21', '17']",['38'],0.05,0.84,1.11
"['14', '39', '21']",['38'],0.05,0.79,1.05
"['14', '3', '21']",['38'],0.05,0.83,1.1
