antecedent,consequent,support,confidence,lift
"['11', '0', '3']",['38'],0.06,0.79,1.05
"['11', '0', '36']",['38'],0.07,0.78,1.03
"['11', '0', '40']",['38'],0.05,0.81,1.07
"['11', '0', '47']",['38'],0.05,0.82,1.08
"['11', '0', '48']",['38'],0.06,0.78,1.04
"['11', '0', '8']",['38'],0.06,0.8,1.06
"['0', '36', '14']",['38'],0.05,0.8,1.06
"['0', '17', '36']",['38'],0.06,0.8,1.06
"['0', '17', '48']",['38'],0.05,0.81,1.07
"['0', '3', '28']",['38'],0.05,0.81,1.07
"['0', '36', '28']",['38'],0.06,0.79,1.05
"['0', '48', '28']",['38'],0.06,0.81,1.07
"['0', '29', '36']",['38'],0.06,0.78,1.04
"['0', '29', '38']",['36'],0.06,0.73,1.16
"['0', '3', '36']",['38'],0.06,0.79,1.04
"['0', '48', '3']",['38'],0.06,0.79,1.04
"['0', '8', '3']",['38'],0.05,0.8,1.05
"['0', '36', '39']",['38'],0.06,0.78,1.03
"['0', '40', '36']",['38'],0.06,0.8,1.05
"['0', '43', '36']",['38'],0.05,0.82,1.09
"['0', '43', '38']",['36'],0.05,0.72,1.14
"['0', '36', '47']",['38'],0.06,0.8,1.06
"['0', '48', '36']",['38'],0.07,0.8,1.06
"['0', '8', '36']",['38'],0.06,0.79,1.05
"['0', '9', '36']",['38'],0.05,0.78,1.04
"['0', '8', '40']",['38'],0.05,0.8,1.05
"['0', '48', '47']",['38'],0.05,0.82,1.09
"['0', '48', '8']",['38'],0.06,0.82,1.08
"['33', '3', '36']",['38'],0.08,0.8,1.06
"['33', '3', '40']",['36'],0.05,0.71,1.12
"['33', '3', '39']",['38'],0.06,0.81,1.07
"['33', '3', '40']",['38'],0.06,0.79,1.04
"['33', '3', '43']",['38'],0.05,0.82,1.08
"['33', '3', '47']",['38'],0.06,0.8,1.05
"['48', '33', '3']",['38'],0.07,0.78,1.04
"['33', '3', '8']",['38'],0.07,0.75,1.0
"['9', '33', '3']",['38'],0.06,0.83,1.1
"['3', '36', '34']",['38'],0.05,0.78,1.03
"['35', '3', '36']",['38'],0.1,0.82,1.09
"['35', '3', '38']",['36'],0.1,0.72,1.14
"['35', '3', '39']",['36'],0.06,0.71,1.12
"['35', '3', '40']",['36'],0.07,0.72,1.15
"['35', '3', '43']",['36'],0.06,0.72,1.14
"['35', '3', '47']",['36'],0.06,0.71,1.13
"['35', '8', '3']",['36'],0.07,0.74,1.18
"['35', '9', '3']",['36'],0.06,0.72,1.15
"['35', '3', '39']",['38'],0.07,0.82,1.09
"['35', '3', '40']",['38'],0.07,0.81,1.07
"['35', '3', '43']",['38'],0.07,0.8,1.05
"['35', '3', '47']",['38'],0.07,0.82,1.09
"['35', '48', '3']",['38'],0.08,0.8,1.06
"['35', '8', '3']",['38'],0.08,0.81,1.07
"['35', '9', '3']",['38'],0.07,0.82,1.08
"['3', '36', '39']",['38'],0.12,0.83,1.09
"['4', '3', '36']",['38'],0.06,0.85,1.12
"['40', '3', '36']",['38'],0.12,0.79,1.04
"['42', '3', '36']",['38'],0.07,0.81,1.07
"['3', '43', '36']",['38'],0.11,0.82,1.08
"['3', '45', '36']",['38'],0.05,0.84,1.11
"['3', '45', '38']",['36'],0.05,0.74,1.17
"['3', '36', '47']",['38'],0.12,0.83,1.1
"['48', '3', '36']",['38'],0.14,0.8,1.06
"['3', '49', '36']",['38'],0.06,0.8,1.06
"['5', '3', '36']",['38'],0.07,0.83,1.1
"['3', '7', '36']",['38'],0.07,0.83,1.1
"['8', '3', '36']",['38'],0.13,0.81,1.07
"['9', '3', '36']",['38'],0.12,0.82,1.08
"['3', '43', '40']",['36'],0.07,0.71,1.13
"['9', '3', '43']",['36'],0.07,0.7,1.12
"['3', '40', '39']",['38'],0.09,0.81,1.07
"['3', '43', '39']",['38'],0.07,0.82,1.08
"['47', '3', '39']",['38'],0.09,0.83,1.1
"['48', '3', '39']",['38'],0.1,0.82,1.09
"['5', '3', '39']",['38'],0.05,0.82,1.08
"['3', '7', '39']",['38'],0.06,0.86,1.14
"['8', '3', '39']",['38'],0.1,0.83,1.09
"['9', '3', '39']",['38'],0.08,0.82,1.08
"['3', '43', '40']",['38'],0.08,0.79,1.04
"['3', '40', '47']",['38'],0.08,0.81,1.07
"['48', '3', '40']",['38'],0.1,0.79,1.05
"['5', '3', '40']",['38'],0.05,0.82,1.09
"['8', '3', '40']",['38'],0.1,0.8,1.06
"['9', '3', '40']",['38'],0.08,0.79,1.05
"['42', '3', '47']",['38'],0.05,0.79,1.05
"['48', '42', '3']",['38'],0.06,0.79,1.05
"['8', '42', '3']",['38'],0.05,0.8,1.05
"['3', '43', '47']",['38'],0.09,0.83,1.1
"['48', '3', '43']",['38'],0.09,0.82,1.08
"['8', '3', '43']",['38'],0.08,0.84,1.1
"['9', '3', '43']",['38'],0.08,0.84,1.11
"['48', '3', '47']",['38'],0.1,0.82,1.09
"['8', '3', '47']",['38'],0.1,0.81,1.08
"['9', '3', '47']",['38'],0.09,0.82,1.08
"['48', '3', '49']",['38'],0.05,0.81,1.07
"['48', '5', '3']",['38'],0.05,0.8,1.06
"['48', '3', '7']",['38'],0.06,0.82,1.09
"['48', '8', '3']",['38'],0.11,0.8,1.06
"['48', '3', '9']",['38'],0.1,0.82,1.08
"['8', '3', '49']",['38'],0.05,0.77,1.02
"['5', '3', '8']",['38'],0.06,0.81,1.07
"['8', '3', '7']",['38'],0.06,0.81,1.07
"['9', '8', '3']",['38'],0.09,0.83,1.1
"['11', '3', '10']",['38'],0.05,0.82,1.08
"['11', '10', '36']",['38'],0.06,0.82,1.08
"['11', '48', '10']",['38'],0.05,0.82,1.09
"['36', '10', '14']",['38'],0.05,0.83,1.1
"['10', '14', '38']",['36'],0.05,0.74,1.18
"['17', '10', '36']",['38'],0.05,0.85,1.12
"['10', '36', '28']",['38'],0.06,0.81,1.07
"['29', '10', '36']",['38'],0.05,0.83,1.1
"['3', '10', '36']",['38'],0.06,0.85,1.12
"['3', '10', '38']",['36'],0.06,0.71,1.13
"['40', '10', '36']",['38'],0.05,0.83,1.09
"['48', '10', '36']",['38'],0.06,0.85,1.13
"['8', '10', '36']",['38'],0.06,0.85,1.12
"['11', '12', '36']",['38'],0.06,0.81,1.07
"['11', '48', '12']",['38'],0.05,0.8,1.05
"['11', '17', '14']",['38'],0.09,0.83,1.1
"['11', '21', '14']",['38'],0.06,0.8,1.06
"['11', '23', '14']",['38'],0.06,0.89,1.17
"['11', '14', '28']",['38'],0.09,0.82,1.08
"['11', '29', '14']",['36'],0.06,0.71,1.12
"['11', '29', '14']",['38'],0.07,0.79,1.04
"['11', '3', '14']",['38'],0.09,0.81,1.07
"['11', '33', '14']",['38'],0.06,0.83,1.1
"['11', '14', '35']",['38'],0.07,0.83,1.1
"['11', '36', '14']",['38'],0.11,0.83,1.09
"['11', '14', '39']",['38'],0.09,0.81,1.08
"['11', '40', '14']",['38'],0.09,0.84,1.12
"['11', '43', '14']",['38'],0.07,0.84,1.11
"['11', '14', '47']",['38'],0.08,0.83,1.09
"['11', '48', '14']",['38'],0.1,0.82,1.08
"['11', '5', '14']",['38'],0.05,0.84,1.11
"['11', '7', '14']",['38'],0.05,0.85,1.13
"['11', '8', '14']",['38'],0.09,0.83,1.1
"['11', '9', '14']",['38'],0.08,0.81,1.08
"['11', '18', '17']",['38'],0.05,0.85,1.12
"['11', '17', '21']",['38'],0.07,0.82,1.09
"['11', '17', '23']",['36'],0.06,0.72,1.15
"['11', '17', '23']",['38'],0.06,0.84,1.11
"['11', '17', '25']",['38'],0.05,0.84,1.11
"['11', '17', '26']",['38'],0.05,0.82,1.08
"['11', '17', '28']",['38'],0.11,0.81,1.07
"['11', '17', '29']",['36'],0.08,0.7,1.12
"['11', '17', '29']",['38'],0.09,0.84,1.11
"['11', '17', '3']",['38'],0.11,0.82,1.08
"['11', '17', '33']",['38'],0.07,0.83,1.1
"['11', '17', '35']",['38'],0.08,0.83,1.09
"['11', '17', '36']",['38'],0.14,0.82,1.08
"['11', '17', '43']",['36'],0.08,0.7,1.12
"['11', '17', '39']",['38'],0.1,0.83,1.09
"['11', '17', '40']",['38'],0.1,0.81,1.07
"['11', '17', '42']",['38'],0.06,0.83,1.09
"['11', '17', '43']",['38'],0.09,0.83,1.1
"['11', '17', '47']",['38'],0.09,0.85,1.12
"['11', '48', '17']",['38'],0.11,0.82,1.09
"['11', '17', '49']",['38'],0.06,0.82,1.08
"['11', '5', '17']",['38'],0.06,0.85,1.12
"['11', '17', '7']",['38'],0.06,0.85,1.12
"['11', '17', '8']",['38'],0.11,0.81,1.08
"['11', '17', '9']",['38'],0.1,0.83,1.1
"['11', '18', '36']",['38'],0.06,0.83,1.1
"['11', '18', '48']",['38'],0.05,0.83,1.09
"['11', '18', '8']",['38'],0.05,0.83,1.09
"['11', '21', '28']",['36'],0.06,0.72,1.14
"['11', '21', '28']",['38'],0.07,0.79,1.04
"['11', '29', '21']",['36'],0.06,0.77,1.22
"['11', '29', '21']",['38'],0.06,0.79,1.05
"['11', '3', '21']",['36'],0.06,0.73,1.17
"['11', '3', '21']",['38'],0.07,0.81,1.07
"['11', '21', '35']",['38'],0.05,0.82,1.09
"['11', '21', '36']",['38'],0.1,0.8,1.05
"['11', '21', '38']",['36'],0.1,0.71,1.12
"['11', '21', '39']",['36'],0.06,0.72,1.14
"['11', '21', '40']",['36'],0.06,0.72,1.14
"['11', '21', '43']",['36'],0.06,0.78,1.24
"['11', '21', '47']",['36'],0.06,0.76,1.21
"['11', '48', '21']",['36'],0.06,0.7,1.12
"['11', '8', '21']",['36'],0.06,0.72,1.15
"['11', '9', '21']",['36'],0.06,0.72,1.15
"['11', '21', '39']",['38'],0.07,0.79,1.04
"['11', '21', '40']",['38'],0.07,0.81,1.08
"['11', '21', '43']",['38'],0.06,0.82,1.09
"['11', '21', '47']",['38'],0.06,0.86,1.13
"['11', '48', '21']",['38'],0.07,0.81,1.07
"['11', '8', '21']",['38'],0.07,0.81,1.06
"['11', '9', '21']",['38'],0.06,0.8,1.05
"['11', '23', '28']",['38'],0.07,0.86,1.14
"['11', '29', '23']",['38'],0.05,0.82,1.09
"['11', '3', '23']",['38'],0.07,0.82,1.08
"['11', '23', '35']",['38'],0.05,0.85,1.12
"['11', '36', '23']",['38'],0.09,0.83,1.1
"['11', '23', '39']",['38'],0.06,0.84,1.1
"['11', '40', '23']",['38'],0.07,0.83,1.1
"['11', '43', '23']",['38'],0.06,0.86,1.14
"['11', '23', '47']",['38'],0.06,0.85,1.12
"['11', '48', '23']",['38'],0.08,0.84,1.11
"['11', '8', '23']",['38'],0.07,0.86,1.14
"['11', '9', '23']",['38'],0.06,0.84,1.11
"['11', '28', '25']",['38'],0.05,0.82,1.08
"['11', '3', '25']",['38'],0.05,0.83,1.09
"['11', '36', '25']",['38'],0.07,0.79,1.04
"['11', '48', '25']",['36'],0.06,0.73,1.16
"['11', '39', '25']",['38'],0.05,0.78,1.03
"['11', '40', '25']",['38'],0.05,0.81,1.06
"['11', '48', '25']",['38'],0.06,0.79,1.04
"['11', '8', '25']",['38'],0.06,0.83,1.1
"['11', '26', '28']",['36'],0.05,0.71,1.13
"['11', '26', '28']",['38'],0.06,0.8,1.06
"['11', '3', '26']",['38'],0.06,0.83,1.1
"['11', '36', '26']",['38'],0.07,0.83,1.09
"['11', '26', '38']",['36'],0.07,0.71,1.13
"['11', '40', '26']",['38'],0.05,0.85,1.12
"['11', '26', '47']",['38'],0.05,0.85,1.13
"['11', '48', '26']",['38'],0.06,0.83,1.1
"['11', '8', '26']",['38'],0.06,0.8,1.06
"['11', '9', '26']",['38'],0.05,0.84,1.11
"['11', '29', '28']",['36'],0.08,0.72,1.14
"['11', '29', '28']",['38'],0.09,0.8,1.05
"['11', '3', '28']",['38'],0.12,0.81,1.07
"['11', '33', '28']",['38'],0.07,0.79,1.04
"['11', '35', '28']",['36'],0.08,0.72,1.14
"['11', '35', '28']",['38'],0.09,0.83,1.1
"['11', '36', '28']",['38'],0.14,0.79,1.04
"['11', '43', '28']",['36'],0.08,0.71,1.13
"['11', '39', '28']",['38'],0.11,0.81,1.07
"['11', '40', '28']",['38'],0.11,0.83,1.1
"['11', '42', '28']",['38'],0.06,0.83,1.1
"['11', '43', '28']",['38'],0.1,0.81,1.08
"['11', '47', '28']",['38'],0.11,0.84,1.11
"['11', '48', '28']",['38'],0.12,0.81,1.07
"['11', '49', '28']",['38'],0.06,0.78,1.03
"['11', '5', '28']",['38'],0.06,0.77,1.02
"['11', '7', '28']",['38'],0.06,0.83,1.09
"['11', '8', '28']",['38'],0.12,0.8,1.05
"['11', '9', '28']",['38'],0.1,0.81,1.07
"['11', '29', '3']",['36'],0.08,0.72,1.15
"['11', '29', '3']",['38'],0.09,0.8,1.06
"['11', '33', '29']",['38'],0.05,0.77,1.01
"['11', '29', '35']",['36'],0.06,0.71,1.13
"['11', '29', '35']",['38'],0.06,0.78,1.03
"['11', '29', '36']",['38'],0.12,0.8,1.05
"['11', '29', '38']",['36'],0.12,0.71,1.13
"['11', '29', '39']",['36'],0.08,0.71,1.12
"['11', '29', '40']",['36'],0.08,0.72,1.15
"['11', '29', '43']",['36'],0.07,0.73,1.16
"['11', '48', '29']",['36'],0.09,0.73,1.16
"['11', '29', '39']",['38'],0.08,0.8,1.05
"['11', '29', '40']",['38'],0.09,0.83,1.1
"['11', '29', '43']",['38'],0.08,0.82,1.08
"['11', '29', '47']",['38'],0.08,0.83,1.09
"['11', '48', '29']",['38'],0.1,0.8,1.06
"['11', '8', '29']",['38'],0.1,0.81,1.07
"['11', '29', '9']",['38'],0.08,0.82,1.09
"['11', '33', '3']",['38'],0.07,0.79,1.04
"['11', '3', '35']",['36'],0.08,0.7,1.12
"['11', '3', '35']",['38'],0.09,0.82,1.08
"['11', '3', '36']",['38'],0.15,0.8,1.06
"['11', '3', '43']",['36'],0.08,0.7,1.12
"['11', '5', '3']",['36'],0.05,0.7,1.12
"['11', '3', '7']",['36'],0.05,0.71,1.13
"['11', '3', '39']",['38'],0.11,0.81,1.07
"['11', '3', '40']",['38'],0.11,0.8,1.06
"['11', '42', '3']",['38'],0.05,0.82,1.08
"['11', '3', '43']",['38'],0.1,0.83,1.1
"['11', '3', '47']",['38'],0.1,0.83,1.1
"['11', '48', '3']",['38'],0.12,0.79,1.05
"['11', '3', '49']",['38'],0.06,0.76,1.0
"['11', '5', '3']",['38'],0.06,0.81,1.08
"['11', '3', '7']",['38'],0.06,0.84,1.11
"['11', '8', '3']",['38'],0.12,0.8,1.05
"['11', '9', '3']",['38'],0.11,0.82,1.09
"['11', '33', '35']",['38'],0.06,0.78,1.03
"['11', '33', '36']",['38'],0.08,0.78,1.04
"['11', '33', '39']",['38'],0.07,0.81,1.07
"['11', '33', '40']",['38'],0.07,0.82,1.08
"['11', '33', '43']",['38'],0.05,0.81,1.07
"['11', '33', '47']",['38'],0.07,0.8,1.05
"['11', '48', '33']",['38'],0.08,0.78,1.03
"['11', '33', '8']",['38'],0.08,0.79,1.05
"['11', '33', '9']",['38'],0.07,0.82,1.08
"['11', '36', '34']",['38'],0.07,0.79,1.05
"['11', '38', '34']",['36'],0.07,0.72,1.14
"['11', '48', '34']",['36'],0.05,0.71,1.13
"['11', '48', '34']",['38'],0.06,0.79,1.04
"['11', '8', '34']",['38'],0.05,0.81,1.07
"['11', '36', '35']",['38'],0.11,0.81,1.07
"['11', '38', '35']",['36'],0.11,0.7,1.12
"['11', '39', '35']",['36'],0.07,0.7,1.12
"['11', '40', '35']",['36'],0.07,0.7,1.12
"['11', '43', '35']",['36'],0.07,0.71,1.14
"['11', '39', '35']",['38'],0.08,0.79,1.05
"['11', '40', '35']",['38'],0.08,0.82,1.08
"['11', '43', '35']",['38'],0.07,0.8,1.06
"['11', '47', '35']",['38'],0.08,0.83,1.09
"['11', '48', '35']",['38'],0.09,0.79,1.05
"['11', '8', '35']",['38'],0.09,0.8,1.06
"['11', '9', '35']",['38'],0.07,0.82,1.08
"['11', '36', '39']",['38'],0.13,0.8,1.05
"['11', '4', '36']",['38'],0.06,0.85,1.13
"['11', '40', '36']",['38'],0.14,0.8,1.05
"['11', '42', '36']",['38'],0.07,0.81,1.08
"['11', '43', '36']",['38'],0.12,0.82,1.08
"['11', '45', '36']",['38'],0.05,0.85,1.12
"['11', '45', '38']",['36'],0.05,0.74,1.18
"['11', '36', '47']",['38'],0.13,0.82,1.08
"['11', '48', '36']",['38'],0.15,0.8,1.05
"['11', '49', '36']",['38'],0.07,0.78,1.03
"['11', '5', '36']",['38'],0.08,0.81,1.07
"['11', '7', '36']",['38'],0.08,0.82,1.08
"['11', '7', '38']",['36'],0.08,0.71,1.13
"['11', '8', '36']",['38'],0.15,0.81,1.07
"['11', '9', '36']",['38'],0.12,0.8,1.06
"['11', '43', '39']",['36'],0.07,0.7,1.12
"['11', '43', '40']",['36'],0.08,0.72,1.14
"['11', '7', '40']",['36'],0.05,0.74,1.19
"['11', '9', '43']",['36'],0.07,0.7,1.12
"['11', '48', '7']",['36'],0.06,0.75,1.19
"['11', '8', '7']",['36'],0.05,0.72,1.15
"['11', '40', '39']",['38'],0.1,0.81,1.08
"['11', '42', '39']",['38'],0.06,0.83,1.1
"['11', '43', '39']",['38'],0.08,0.82,1.09
"['11', '47', '39']",['38'],0.1,0.83,1.1
"['11', '48', '39']",['38'],0.12,0.8,1.06
"['11', '49', '39']",['38'],0.06,0.77,1.02
"['11', '5', '39']",['38'],0.06,0.82,1.08
"['11', '7', '39']",['38'],0.06,0.83,1.1
"['11', '8', '39']",['38'],0.11,0.81,1.06
"['11', '9', '39']",['38'],0.09,0.8,1.05
"['11', '48', '4']",['38'],0.05,0.85,1.12
"['11', '4', '8']",['38'],0.05,0.85,1.13
"['11', '42', '40']",['38'],0.06,0.82,1.09
"['11', '43', '40']",['38'],0.09,0.82,1.09
"['11', '40', '47']",['38'],0.1,0.83,1.1
"['11', '48', '40']",['38'],0.12,0.82,1.08
"['11', '49', '40']",['38'],0.05,0.77,1.02
"['11', '5', '40']",['38'],0.06,0.84,1.1
"['11', '7', '40']",['38'],0.06,0.83,1.1
"['11', '8', '40']",['38'],0.12,0.82,1.08
"['11', '9', '40']",['38'],0.09,0.79,1.04
"['11', '42', '47']",['38'],0.06,0.86,1.13
"['11', '48', '42']",['38'],0.06,0.81,1.07
"['11', '8', '42']",['38'],0.06,0.84,1.11
"['11', '42', '9']",['38'],0.05,0.83,1.09
"['11', '43', '47']",['38'],0.09,0.84,1.1
"['11', '48', '43']",['38'],0.1,0.83,1.09
"['11', '5', '43']",['38'],0.05,0.83,1.09
"['11', '8', '43']",['38'],0.09,0.86,1.14
"['11', '9', '43']",['38'],0.08,0.82,1.08
"['11', '48', '47']",['38'],0.11,0.83,1.1
"['11', '5', '47']",['38'],0.05,0.75,0.99
"['11', '7', '47']",['38'],0.05,0.84,1.11
"['11', '8', '47']",['38'],0.11,0.83,1.1
"['11', '9', '47']",['38'],0.09,0.82,1.09
"['11', '48', '49']",['38'],0.06,0.82,1.09
"['11', '48', '5']",['38'],0.06,0.79,1.05
"['11', '48', '7']",['38'],0.07,0.85,1.12
"['11', '48', '8']",['38'],0.13,0.8,1.05
"['11', '48', '9']",['38'],0.11,0.79,1.05
"['11', '8', '49']",['38'],0.06,0.78,1.04
"['11', '9', '49']",['38'],0.05,0.8,1.06
"['11', '5', '8']",['38'],0.06,0.82,1.08
"['11', '5', '9']",['38'],0.06,0.81,1.06
"['11', '8', '7']",['38'],0.06,0.8,1.05
"['11', '9', '7']",['38'],0.05,0.82,1.08
"['11', '8', '9']",['38'],0.11,0.82,1.08
"['21', '36', '23']",['38'],0.05,0.84,1.11
"['21', '29', '28']",['36'],0.05,0.75,1.2
"['21', '29', '28']",['38'],0.05,0.79,1.05
"['21', '3', '28']",['36'],0.06,0.71,1.13
"['21', '3', '28']",['38'],0.06,0.81,1.07
"['21', '35', '28']",['38'],0.05,0.84,1.1
"['21', '36', '28']",['38'],0.09,0.79,1.05
"['21', '38', '28']",['36'],0.09,0.7,1.12
"['21', '39', '28']",['36'],0.06,0.71,1.14
"['21', '43', '28']",['36'],0.05,0.73,1.16
"['21', '8', '28']",['36'],0.06,0.71,1.13
"['21', '9', '28']",['36'],0.05,0.72,1.14
"['21', '39', '28']",['38'],0.06,0.77,1.02
"['21', '40', '28']",['38'],0.06,0.8,1.05
"['21', '43', '28']",['38'],0.06,0.8,1.06
"['21', '47', '28']",['38'],0.06,0.83,1.1
"['21', '48', '28']",['38'],0.07,0.81,1.08
"['21', '8', '28']",['38'],0.07,0.78,1.02
"['21', '9', '28']",['38'],0.06,0.79,1.05
"['21', '29', '3']",['36'],0.05,0.76,1.21
"['21', '29', '3']",['38'],0.05,0.82,1.08
"['21', '29', '36']",['38'],0.08,0.83,1.09
"['21', '29', '38']",['36'],0.08,0.73,1.17
"['21', '48', '29']",['36'],0.05,0.72,1.15
"['21', '29', '39']",['38'],0.05,0.79,1.05
"['21', '29', '40']",['38'],0.05,0.83,1.09
"['21', '29', '43']",['38'],0.05,0.85,1.12
"['21', '29', '47']",['38'],0.05,0.86,1.13
"['21', '48', '29']",['38'],0.06,0.85,1.12
"['21', '8', '29']",['38'],0.06,0.81,1.07
"['21', '29', '9']",['38'],0.06,0.84,1.11
"['21', '3', '35']",['38'],0.05,0.83,1.09
"['21', '3', '36']",['38'],0.08,0.81,1.07
"['21', '3', '43']",['36'],0.05,0.71,1.13
"['21', '8', '3']",['36'],0.06,0.72,1.14
"['21', '9', '3']",['36'],0.05,0.72,1.14
"['21', '3', '39']",['38'],0.06,0.82,1.08
"['21', '3', '40']",['38'],0.06,0.79,1.05
"['21', '3', '43']",['38'],0.06,0.83,1.1
"['21', '3', '47']",['38'],0.06,0.83,1.1
"['21', '48', '3']",['38'],0.07,0.82,1.08
"['21', '8', '3']",['38'],0.06,0.82,1.08
"['21', '9', '3']",['38'],0.06,0.82,1.08
"['21', '33', '36']",['38'],0.05,0.8,1.05
"['21', '36', '35']",['38'],0.07,0.82,1.09
"['21', '38', '35']",['36'],0.07,0.74,1.17
"['21', '40', '35']",['38'],0.05,0.82,1.08
"['21', '48', '35']",['38'],0.05,0.81,1.07
"['21', '8', '35']",['38'],0.05,0.82,1.08
"['21', '36', '39']",['38'],0.08,0.8,1.05
"['21', '40', '36']",['38'],0.08,0.78,1.04
"['21', '43', '36']",['38'],0.08,0.82,1.08
"['21', '43', '38']",['36'],0.08,0.73,1.15
"['21', '36', '47']",['38'],0.08,0.83,1.09
"['21', '38', '47']",['36'],0.08,0.73,1.16
"['21', '48', '36']",['38'],0.09,0.82,1.09
"['21', '8', '36']",['38'],0.09,0.81,1.07
"['21', '8', '38']",['36'],0.09,0.73,1.16
"['21', '9', '36']",['38'],0.08,0.79,1.05
"['21', '8', '39']",['36'],0.06,0.72,1.15
"['21', '43', '47']",['36'],0.05,0.75,1.2
"['21', '8', '47']",['36'],0.06,0.74,1.18
"['21', '9', '47']",['36'],0.05,0.73,1.17
"['21', '8', '9']",['36'],0.06,0.7,1.12
"['21', '40', '39']",['38'],0.06,0.8,1.06
"['21', '43', '39']",['38'],0.05,0.81,1.07
"['21', '47', '39']",['38'],0.06,0.83,1.09
"['21', '48', '39']",['38'],0.07,0.8,1.06
"['21', '8', '39']",['38'],0.07,0.79,1.05
"['21', '9', '39']",['38'],0.06,0.82,1.08
"['21', '43', '40']",['38'],0.05,0.8,1.05
"['21', '40', '47']",['38'],0.05,0.8,1.06
"['21', '48', '40']",['38'],0.06,0.8,1.06
"['21', '8', '40']",['38'],0.06,0.8,1.06
"['21', '9', '40']",['38'],0.05,0.78,1.04
"['21', '43', '47']",['38'],0.06,0.82,1.09
"['21', '48', '43']",['38'],0.06,0.82,1.08
"['21', '8', '43']",['38'],0.06,0.83,1.1
"['21', '9', '43']",['38'],0.05,0.82,1.08
"['21', '48', '47']",['38'],0.06,0.83,1.1
"['21', '8', '47']",['38'],0.06,0.82,1.08
"['21', '9', '47']",['38'],0.06,0.81,1.08
"['21', '48', '8']",['38'],0.07,0.82,1.09
"['21', '48', '9']",['38'],0.07,0.79,1.05
"['21', '8', '9']",['38'],0.06,0.79,1.05
"['28', '3', '25']",['38'],0.05,0.83,1.09
"['28', '36', '25']",['38'],0.06,0.81,1.07
"['28', '48', '25']",['38'],0.05,0.8,1.06
"['29', '36', '25']",['38'],0.05,0.81,1.07
"['29', '38', '25']",['36'],0.05,0.71,1.13
"['3', '36', '25']",['38'],0.06,0.82,1.08
"['48', '3', '25']",['38'],0.05,0.83,1.09
"['35', '36', '25']",['38'],0.05,0.84,1.11
"['35', '38', '25']",['36'],0.05,0.74,1.18
"['39', '36', '25']",['38'],0.07,0.8,1.05
"['40', '36', '25']",['38'],0.06,0.81,1.07
"['43', '36', '25']",['38'],0.05,0.83,1.1
"['43', '38', '25']",['36'],0.05,0.74,1.18
"['47', '36', '25']",['38'],0.06,0.78,1.03
"['48', '36', '25']",['38'],0.07,0.79,1.05
"['48', '38', '25']",['36'],0.07,0.71,1.12
"['8', '36', '25']",['38'],0.07,0.83,1.1
"['8', '38', '25']",['36'],0.07,0.73,1.16
"['9', '36', '25']",['38'],0.05,0.78,1.03
"['48', '39', '25']",['38'],0.05,0.79,1.04
"['8', '39', '25']",['38'],0.06,0.81,1.07
"['8', '40', '25']",['38'],0.05,0.83,1.1
"['48', '8', '25']",['38'],0.05,0.82,1.08
"['29', '3', '28']",['36'],0.07,0.73,1.16
"['29', '3', '28']",['38'],0.08,0.81,1.07
"['33', '29', '28']",['38'],0.05,0.8,1.06
"['35', '29', '28']",['36'],0.06,0.73,1.16
"['35', '29', '28']",['38'],0.07,0.81,1.07
"['29', '36', '28']",['38'],0.11,0.8,1.06
"['29', '39', '28']",['36'],0.07,0.7,1.12
"['29', '40', '28']",['36'],0.06,0.7,1.12
"['29', '43', '28']",['36'],0.07,0.77,1.22
"['48', '29', '28']",['36'],0.08,0.71,1.13
"['29', '9', '28']",['36'],0.07,0.7,1.12
"['29', '39', '28']",['38'],0.08,0.81,1.06
"['29', '40', '28']",['38'],0.08,0.84,1.11
"['29', '43', '28']",['38'],0.08,0.84,1.1
"['47', '29', '28']",['38'],0.08,0.84,1.1
"['48', '29', '28']",['38'],0.1,0.84,1.12
"['8', '29', '28']",['38'],0.09,0.8,1.06
"['29', '9', '28']",['38'],0.08,0.83,1.09
"['33', '3', '28']",['38'],0.07,0.77,1.01
"['35', '3', '28']",['36'],0.07,0.74,1.17
"['35', '3', '28']",['38'],0.09,0.86,1.14
"['3', '36', '28']",['38'],0.14,0.81,1.07
"['3', '43', '28']",['36'],0.08,0.71,1.13
"['8', '3', '28']",['36'],0.09,0.71,1.13
"['3', '39', '28']",['38'],0.1,0.81,1.07
"['3', '40', '28']",['38'],0.09,0.82,1.08
"['42', '3', '28']",['38'],0.05,0.84,1.12
"['3', '43', '28']",['38'],0.09,0.83,1.1
"['47', '3', '28']",['38'],0.1,0.84,1.11
"['48', '3', '28']",['38'],0.12,0.83,1.1
"['5', '3', '28']",['38'],0.06,0.83,1.1
"['3', '7', '28']",['38'],0.06,0.86,1.13
"['8', '3', '28']",['38'],0.1,0.8,1.06
"['9', '3', '28']",['38'],0.1,0.84,1.11
"['35', '33', '28']",['38'],0.06,0.85,1.12
"['33', '36', '28']",['38'],0.08,0.8,1.05
"['33', '39', '28']",['38'],0.06,0.8,1.06
"['33', '40', '28']",['38'],0.06,0.82,1.09
"['33', '43', '28']",['38'],0.05,0.82,1.08
"['33', '47', '28']",['38'],0.06,0.83,1.09
"['48', '33', '28']",['38'],0.08,0.8,1.06
"['33', '8', '28']",['38'],0.07,0.78,1.03
"['33', '9', '28']",['38'],0.06,0.81,1.06
